taxon_order,category,species_code,primary_com_name,sci_name,order,family,species_group,report_as,family_common
34317,species,gryfin3,greenish yellow-finch,sicalis olivascens,passeriformes,thraupidae,,,tanagers and allies
34321,species,monyef1,monte yellow-finch,sicalis mendozae,passeriformes,thraupidae,,,tanagers and allies
34322,species,payfin1,patagonian yellow-finch,sicalis lebruni,passeriformes,thraupidae,,,tanagers and allies
34323,species,ofyfin1,orange-fronted yellow-finch,sicalis columbiana,passeriformes,thraupidae,,,tanagers and allies
34327,species,saffin,saffron finch,sicalis flaveola,passeriformes,thraupidae,,,tanagers and allies
34328,issf,saffin1,saffron finch (saffron),sicalis flaveola [flaveola group],passeriformes,thraupidae,,saffin,tanagers and allies
34332,issf,saffin2,saffron finch (pelzeln's),sicalis flaveola pelzelni,passeriformes,thraupidae,,saffin,tanagers and allies
34333,species,gryfin1,grassland yellow-finch,sicalis luteola,passeriformes,thraupidae,,,tanagers and allies
34334,issf,grayef1,grassland yellow-finch (northern),sicalis luteola [chrysops group],passeriformes,thraupidae,,gryfin1,tanagers and allies
34338,issf,grayef2,grassland yellow-finch (montane),sicalis luteola bogotensis,passeriformes,thraupidae,,gryfin1,tanagers and allies
34339,issf,grayef3,grassland yellow-finch (grassland),sicalis luteola [luteola group],passeriformes,thraupidae,,gryfin1,tanagers and allies
34343,species,rayfin1,raimondi's yellow-finch,sicalis raimondii,passeriformes,thraupidae,,,tanagers and allies
34344,species,sutfin1,sulphur-throated finch,sicalis taczanowskii,passeriformes,thraupidae,,,tanagers and allies
34345,spuh,yellow4,yellow-finch sp.,sicalis sp.,passeriformes,thraupidae,,,tanagers and allies
34346,species,wtgfin1,wedge-tailed grass-finch,emberizoides herbicola,passeriformes,thraupidae,,,tanagers and allies
34353,species,dugfin1,duida grass-finch,emberizoides duidae,passeriformes,thraupidae,,,tanagers and allies
34354,species,lesgrf1,lesser grass-finch,emberizoides ypiranganus,passeriformes,thraupidae,,,tanagers and allies
34355,slash,y00437,wedge-tailed/lesser grass-finch,emberizoides herbicola/ypiranganus,passeriformes,thraupidae,,,tanagers and allies
34356,species,grpfin1,great pampa-finch,embernagra platensis,passeriformes,thraupidae,,,tanagers and allies
34357,issf,grepaf1,great pampa-finch (western),embernagra platensis olivascens,passeriformes,thraupidae,,grpfin1,tanagers and allies
34358,issf,grepaf2,great pampa-finch (eastern),embernagra platensis platensis,passeriformes,thraupidae,,grpfin1,tanagers and allies
34359,species,ptpfin1,pale-throated pampa-finch,embernagra longicauda,passeriformes,thraupidae,,,tanagers and allies
34360,species,blbgra1,blue-black grassquit,volatinia jacarina,passeriformes,thraupidae,,,tanagers and allies
34364,species,lessee2,lesson's seedeater,sporophila bouvronides,passeriformes,thraupidae,,,tanagers and allies
34367,species,linsee1,lined seedeater,sporophila lineola,passeriformes,thraupidae,,,tanagers and allies
34368,slash,y00699,lesson's/lined seedeater,sporophila bouvronides/lineola,passeriformes,thraupidae,,,tanagers and allies
34369,species,whbsee1,white-bellied seedeater,sporophila leucoptera,passeriformes,thraupidae,,,tanagers and allies
34370,issf,whbsee3,white-bellied seedeater (bicolored),sporophila leucoptera bicolor,passeriformes,thraupidae,,whbsee1,tanagers and allies
34371,issf,whbsee4,white-bellied seedeater (gray-backed),sporophila leucoptera [leucoptera group],passeriformes,thraupidae,,whbsee1,tanagers and allies
34375,species,pabsee1,parrot-billed seedeater,sporophila peruviana,passeriformes,thraupidae,,,tanagers and allies
34378,species,chtsee1,chestnut-throated seedeater,sporophila telasco,passeriformes,thraupidae,,,tanagers and allies
34379,species,drasee1,drab seedeater,sporophila simplex,passeriformes,thraupidae,,,tanagers and allies
34380,species,chbsee1,chestnut-bellied seedeater,sporophila castaneiventris,passeriformes,thraupidae,,,tanagers and allies
34381,species,rubsee1,ruddy-breasted seedeater,sporophila minuta,passeriformes,thraupidae,,,tanagers and allies
34385,species,batsee2,black-and-tawny seedeater,sporophila nigrorufa,passeriformes,thraupidae,,,tanagers and allies
34386,species,capsee1,copper seedeater,sporophila bouvreuil,passeriformes,thraupidae,,,tanagers and allies
34387,species,pebsee1,pearly-bellied seedeater,sporophila pileata,passeriformes,thraupidae,,,tanagers and allies
34388,species,tabsee1,tawny-bellied seedeater,sporophila hypoxantha,passeriformes,thraupidae,,,tanagers and allies
34389,species,datsee1,dark-throated seedeater,sporophila ruficollis,passeriformes,thraupidae,,,tanagers and allies
34390,form,ibesee1,ibera seedeater (undescribed form),sporophila [undescribed form],passeriformes,thraupidae,,,tanagers and allies
34391,species,marsee1,marsh seedeater,sporophila palustris,passeriformes,thraupidae,,,tanagers and allies
34392,species,rursee1,rufous-rumped seedeater,sporophila hypochroma,passeriformes,thraupidae,,,tanagers and allies
34393,species,chesee1,chestnut seedeater,sporophila cinnamomea,passeriformes,thraupidae,,,tanagers and allies
34394,slash,y00438,rufous-rumped/chestnut seedeater,sporophila hypochroma/cinnamomea,passeriformes,thraupidae,,,tanagers and allies
34395,species,blbsee2,black-bellied seedeater,sporophila melanogaster,passeriformes,thraupidae,,,tanagers and allies
34396,species,tbsfin1,thick-billed seed-finch,sporophila funerea,passeriformes,thraupidae,,,tanagers and allies
34397,species,cbsfin,chestnut-bellied seed-finch,sporophila angolensis,passeriformes,thraupidae,,,tanagers and allies
34400,species,nisfin1,nicaraguan seed-finch,sporophila nuttingi,passeriformes,thraupidae,,,tanagers and allies
34401,species,gbsfin1,great-billed seed-finch,sporophila maximiliani,passeriformes,thraupidae,,,tanagers and allies
34404,species,lbsfin1,large-billed seed-finch,sporophila crassirostris,passeriformes,thraupidae,,,tanagers and allies
34407,species,bbsfin1,black-billed seed-finch,sporophila atrirostris,passeriformes,thraupidae,,,tanagers and allies
34410,species,varsee3,variable seedeater,sporophila corvina,passeriformes,thraupidae,,,tanagers and allies
34411,issf,varsee2,variable seedeater (black),sporophila corvina corvina,passeriformes,thraupidae,,varsee3,tanagers and allies
34412,issf,varsee4,variable seedeater (variable),sporophila corvina [ophthalmica group],passeriformes,thraupidae,,varsee3,tanagers and allies
34416,species,grysee1,gray seedeater,sporophila intermedia,passeriformes,thraupidae,,,tanagers and allies
34420,species,wibsee1,wing-barred seedeater,sporophila americana,passeriformes,thraupidae,,,tanagers and allies
34423,species,caqsee1,caqueta seedeater,sporophila murallae,passeriformes,thraupidae,,,tanagers and allies
34424,species,whcsee1,morelet's seedeater,sporophila morelleti,passeriformes,thraupidae,,,tanagers and allies
34427,species,whcsee2,cinnamon-rumped seedeater,sporophila torqueola,passeriformes,thraupidae,,,tanagers and allies
34430,slash,whcsee,morelet's/cinnamon-rumped seedeater,sporophila morelleti/torqueola,passeriformes,thraupidae,,,tanagers and allies
34431,species,whnsee1,white-naped seedeater,sporophila fringilloides,passeriformes,thraupidae,,,tanagers and allies
34432,species,bawsee1,black-and-white seedeater,sporophila luctuosa,passeriformes,thraupidae,,,tanagers and allies
34433,species,yebsee1,yellow-bellied seedeater,sporophila nigricollis,passeriformes,thraupidae,,,tanagers and allies
34437,species,dubsee1,dubois's seedeater,sporophila ardesiaca,passeriformes,thraupidae,,,tanagers and allies
34438,slash,y01171,yellow-bellied/dubois's seedeater,sporophila nigricollis/ardesiaca,passeriformes,thraupidae,,,tanagers and allies
34439,species,docsee1,double-collared seedeater,sporophila caerulescens,passeriformes,thraupidae,,,tanagers and allies
34443,species,slcsee1,slate-colored seedeater,sporophila schistacea,passeriformes,thraupidae,,,tanagers and allies
34448,slash,y00439,gray/slate-colored seedeater,sporophila intermedia/schistacea,passeriformes,thraupidae,,,tanagers and allies
34449,species,temsee1,temminck's seedeater,sporophila falcirostris,passeriformes,thraupidae,,,tanagers and allies
34450,species,bufsee1,buffy-fronted seedeater,sporophila frontalis,passeriformes,thraupidae,,,tanagers and allies
34451,species,plusee1,plumbeous seedeater,sporophila plumbea,passeriformes,thraupidae,,,tanagers and allies
34455,species,trosee1,tropeiro seedeater,sporophila beltoni,passeriformes,thraupidae,,,tanagers and allies
34456,species,rucsee1,rusty-collared seedeater,sporophila collaris,passeriformes,thraupidae,,,tanagers and allies
34460,species,whtsee1,white-throated seedeater,sporophila albogularis,passeriformes,thraupidae,,,tanagers and allies
34461,spuh,sporop1,sporophila sp.,sporophila sp.,passeriformes,thraupidae,,,tanagers and allies
34462,species,batsee1,band-tailed seedeater,catamenia analis,passeriformes,thraupidae,,,tanagers and allies
34470,species,plcsee1,plain-colored seedeater,catamenia inornata,passeriformes,thraupidae,,,tanagers and allies
34474,species,parsee1,paramo seedeater,catamenia homochroa,passeriformes,thraupidae,,,tanagers and allies
34478,spuh,catame1,catamenia sp.,catamenia sp.,passeriformes,thraupidae,,,tanagers and allies
34479,species,cocfin2,coal-crested finch,charitospiza eucosma,passeriformes,thraupidae,,,tanagers and allies
34480,species,blmfin1,black-masked finch,coryphaspiza melanotis,passeriformes,thraupidae,,,tanagers and allies
34483,species,pilfin1,pileated finch,coryphospingus pileatus,passeriformes,thraupidae,,,tanagers and allies
34487,species,recfin1,red-crested finch,coryphospingus cucullatus,passeriformes,thraupidae,,,tanagers and allies
34491,species,crbfin1,crimson-breasted finch,rhodospingus cruentus,passeriformes,thraupidae,,,tanagers and allies
34492,species,yelcar1,yellow cardinal,gubernatrix cristata,passeriformes,thraupidae,,,tanagers and allies
34493,hybrid,x00899,diuca finch x yellow cardinal (hybrid),diuca diuca x gubernatrix cristata,passeriformes,thraupidae,,,tanagers and allies
34494,species,banana,bananaquit,coereba flaveola,passeriformes,thraupidae,,,tanagers and allies
34495,issf,banana4,bananaquit (bahamas),coereba flaveola bahamensis,passeriformes,thraupidae,,banana,tanagers and allies
34496,issf,banana3,bananaquit (cozumel i.),coereba flaveola caboti,passeriformes,thraupidae,,banana,tanagers and allies
34497,issf,banana6,bananaquit (greater antillean),coereba flaveola [flaveola group],passeriformes,thraupidae,,banana,tanagers and allies
34504,issf,banana11,bananaquit (puerto rico),coereba flaveola portoricensis,passeriformes,thraupidae,,banana,tanagers and allies
34505,issf,banana9,bananaquit (lesser antillean),coereba flaveola [bartholemica group],passeriformes,thraupidae,,banana,tanagers and allies
34512,issf,banana12,bananaquit (st. vincent),coereba flaveola atrata,passeriformes,thraupidae,,banana,tanagers and allies
34513,issf,banana7,bananaquit (grenada),coereba flaveola aterrima,passeriformes,thraupidae,,banana,tanagers and allies
34514,issf,banana10,bananaquit (los roques),coereba flaveola lowii,passeriformes,thraupidae,,banana,tanagers and allies
34515,issf,banana8,bananaquit (laurae/melanornis),coereba flaveola laurae/melanornis,passeriformes,thraupidae,,banana,tanagers and allies
34518,issf,banana5,bananaquit (continental),coereba flaveola [luteola group],passeriformes,thraupidae,,banana,tanagers and allies
34540,species,yefgra1,yellow-faced grassquit,tiaris olivaceus,passeriformes,thraupidae,,,tanagers and allies
34546,species,orange1,orangequit,euneornis campestris,passeriformes,thraupidae,,,tanagers and allies
34547,species,purbul1,puerto rican bullfinch,melopyrrha portoricensis,passeriformes,thraupidae,,,tanagers and allies
34548,species,purbul3,st. kitts bullfinch,melopyrrha grandis,passeriformes,thraupidae,,,tanagers and allies
34549,species,cubbul1,cuban bullfinch,melopyrrha nigra,passeriformes,thraupidae,,,tanagers and allies
34550,issf,cubbul2,cuban bullfinch (cuban),melopyrrha nigra nigra,passeriformes,thraupidae,,cubbul1,tanagers and allies
34551,issf,cubbul3,cuban bullfinch (grand cayman),melopyrrha nigra taylori,passeriformes,thraupidae,,cubbul1,tanagers and allies
34552,species,grabul1,greater antillean bullfinch,melopyrrha violacea,passeriformes,thraupidae,,,tanagers and allies
34558,species,yesgra1,yellow-shouldered grassquit,loxipasser anoxanthus,passeriformes,thraupidae,,,tanagers and allies
34559,species,cubgra,cuban grassquit,phonipara canora,passeriformes,thraupidae,,,tanagers and allies
34560,species,leabul1,lesser antillean bullfinch,loxigilla noctis,passeriformes,thraupidae,,,tanagers and allies
34569,species,barbul1,barbados bullfinch,loxigilla barbadensis,passeriformes,thraupidae,,,tanagers and allies
34570,species,slbfin1,st. lucia black finch,melanospiza richardsoni,passeriformes,thraupidae,,,tanagers and allies
34571,species,bkfgra,black-faced grassquit,melanospiza bicolor,passeriformes,thraupidae,,,tanagers and allies
34580,species,ducgra2,dull-colored grassquit,asemospiza obscura,passeriformes,thraupidae,,,tanagers and allies
34585,species,soogra2,sooty grassquit,asemospiza fuliginosa,passeriformes,thraupidae,,,tanagers and allies
34586,species,cocfin1,cocos finch,pinaroloxias inornata,passeriformes,thraupidae,,,tanagers and allies
34587,species,warfin1,green warbler-finch,certhidea olivacea,passeriformes,thraupidae,,,tanagers and allies
34588,species,grywaf1,gray warbler-finch,certhidea fusca,passeriformes,thraupidae,,,tanagers and allies
34596,species,vegfin2,vegetarian finch,platyspiza crassirostris,passeriformes,thraupidae,,,tanagers and allies
34597,species,woofin1,woodpecker finch,camarhynchus pallidus,passeriformes,thraupidae,,,tanagers and allies
34598,issf,woofin2,woodpecker finch (pallidus/productus),camarhynchus pallidus pallidus/productus,passeriformes,thraupidae,,woofin1,tanagers and allies
34601,issf,woofin3,woodpecker finch (striatipecta),camarhynchus pallidus striatipecta,passeriformes,thraupidae,,woofin1,tanagers and allies
34602,species,latfin1,large tree-finch,camarhynchus psittacula,passeriformes,thraupidae,,,tanagers and allies
34606,species,metfin1,medium tree-finch,camarhynchus pauper,passeriformes,thraupidae,,,tanagers and allies
34607,species,smtfin1,small tree-finch,camarhynchus parvulus,passeriformes,thraupidae,,,tanagers and allies
34610,species,manfin1,mangrove finch,camarhynchus heliobates,passeriformes,thraupidae,,,tanagers and allies
34611,species,smgfin1,small ground-finch,geospiza fuliginosa,passeriformes,thraupidae,,,tanagers and allies
34612,species,lagfin1,large ground-finch,geospiza magnirostris,passeriformes,thraupidae,,,tanagers and allies
34613,species,shbgrf1,vampire ground-finch,geospiza septentrionalis,passeriformes,thraupidae,,,tanagers and allies
34614,species,shbgrf2,genovesa ground-finch,geospiza acutirostris,passeriformes,thraupidae,,,tanagers and allies
34615,species,shbgrf3,sharp-beaked ground-finch,geospiza difficilis,passeriformes,thraupidae,,,tanagers and allies
34616,species,cocfin3,common cactus-finch,geospiza scandens,passeriformes,thraupidae,,,tanagers and allies
34621,species,megfin1,medium ground-finch,geospiza fortis,passeriformes,thraupidae,,,tanagers and allies
34622,species,larcaf2,española ground-finch,geospiza conirostris,passeriformes,thraupidae,,,tanagers and allies
34623,species,gencaf1,genovesa cactus-finch,geospiza propinqua,passeriformes,thraupidae,,,tanagers and allies
34626,spuh,geospi1,geospiza sp.,geospiza sp.,passeriformes,thraupidae,,,tanagers and allies
34627,spuh,galfin1,galapagos finch sp.,geospiza/camarhynchus/platyspiza/certhidea sp.,passeriformes,thraupidae,,,tanagers and allies
34628,species,yesgro2,yellow-shouldered grosbeak,parkerthraustes humeralis,passeriformes,thraupidae,,,tanagers and allies
34629,species,mccfin1,many-colored chaco finch,saltatricula multicolor,passeriformes,thraupidae,,,tanagers and allies
34630,species,bltsal1,black-throated saltator,saltatricula atricollis,passeriformes,thraupidae,,,tanagers and allies
34631,species,butsal1,buff-throated saltator,saltator maximus,passeriformes,thraupidae,,,tanagers and allies
